index,bias
0,0.013609170913696289
1,0.0023200511932373047
2,-0.04606735706329346
3,-0.07588708400726318
4,0.0006597042083740234
5,-0.06496655941009521
6,-0.0072002410888671875
7,-0.028941631317138672
8,-0.03202223777770996
9,-0.04797828197479248
10,-0.07381319999694824
11,-0.0207597017288208
12,-0.05532264709472656
13,-0.07793307304382324
14,-0.033501267433166504
15,-0.07588708400726318
16,0.00466156005859375
17,-0.04606735706329346
18,-0.033174991607666016
19,0.0006597042083740234
20,-0.06338977813720703
21,-0.062207937240600586
22,-0.02727961540222168
23,-0.03510916233062744
24,-0.010280609130859375
25,-0.09037911891937256
26,-0.079010009765625
27,-0.019036412239074707
28,-0.010280609130859375
29,-0.04590892791748047
30,0.0008995532989501953
31,-0.054999351501464844
32,-0.054651618003845215
33,-0.046782612800598145
34,-0.05243837833404541
35,-0.032914161682128906
36,-0.09485578536987305
37,-0.04685795307159424
38,-0.05723094940185547
39,0.04538750648498535
40,-0.050696492195129395
41,-0.0461583137512207
42,-0.041787147521972656
44,-0.08042466640472412
45,-0.0037109851837158203
46,-0.018782854080200195
47,-0.04706907272338867
