index,bias
0,-0.012089669704437256
1,0.022522926330566406
2,0.04357254505157471
3,0.07495415210723877
4,0.06887936592102051
5,0.003018617630004883
6,0.038884520530700684
7,-0.023690223693847656
8,-0.007649779319763184
9,-0.016413569450378418
10,0.0012502670288085938
11,0.014926433563232422
12,-0.0038115978240966797
13,0.0030442476272583008
14,0.06786113977432251
15,0.009959816932678223
16,-0.01445382833480835
17,0.04357254505157471
18,-0.009565949440002441
19,0.06887936592102051
20,0.022928714752197266
21,0.02032613754272461
22,-0.013511300086975098
23,0.016153454780578613
25,0.00617825984954834
26,-0.04399430751800537
27,-0.037909746170043945
28,0.025852203369140625
29,0.023320436477661133
30,0.035332560539245605
31,0.0349200963973999
32,0.01113593578338623
33,0.012082695960998535
34,-0.016280293464660645
35,0.06244581937789917
36,-0.0032204389572143555
37,-0.0013127326965332031
38,-0.01302802562713623
39,0.08631056547164917
40,0.0024776458740234375
41,0.004906773567199707
42,-0.03734922409057617
43,-0.0013127326965332031
44,-0.030681967735290527
45,0.004191160202026367
46,0.04312574863433838
47,-0.008583545684814453
