index,bias
0,0.07841920852661133
1,0.020581841468811035
2,0.05258011817932129
3,0.05034828186035156
4,0.0855555534362793
5,0.027013063430786133
6,0.01485598087310791
7,0.06352323293685913
8,0.028973698616027832
9,0.04571413993835449
10,0.011267423629760742
11,0.07746613025665283
12,0.03622078895568848
13,0.07836359739303589
14,0.0887107253074646
15,0.012074708938598633
16,0.046309590339660645
17,0.05258011817932129
18,0.01507103443145752
19,0.0855555534362793
20,0.09583795070648193
21,0.08747965097427368
22,-0.01080942153930664
23,0.0648277997970581
24,0.008065342903137207
25,0.023532390594482422
26,-0.04366135597229004
27,0.008961915969848633
28,0.0522613525390625
29,0.05536019802093506
30,0.08375692367553711
31,-0.019342899322509766
32,0.04277682304382324
33,0.022041916847229004
34,0.008565545082092285
35,-0.0030202865600585938
36,0.06371527910232544
37,0.05238163471221924
38,0.032442569732666016
39,0.08120572566986084
40,0.048128485679626465
41,0.025997042655944824
42,0.033523380756378174
43,0.05238163471221924
44,0.06642383337020874
45,0.013528585433959961
46,0.06279253959655762
47,0.025995254516601562
