index,bias
0,0.01943838596343994
1,0.024747490882873535
2,0.0647006630897522
3,0.002022862434387207
4,0.09476226568222046
5,0.014141559600830078
6,0.04021477699279785
7,0.06258225440979004
8,-0.02490234375
9,0.017582416534423828
10,0.055480241775512695
11,0.010657787322998047
12,-0.019636154174804688
13,-0.0343632698059082
14,0.05313301086425781
15,0.052594542503356934
16,0.023927927017211914
17,0.0647006630897522
18,0.0625486969947815
19,0.09476226568222046
20,0.038912415504455566
21,-0.02812778949737549
22,-0.028510451316833496
23,0.011328577995300293
24,0.009972333908081055
25,0.01078784465789795
26,-0.05868661403656006
27,0.010748147964477539
28,-0.006048679351806641
29,0.023289918899536133
30,0.08184564113616943
31,0.011934638023376465
32,0.0657205581665039
33,-0.054913997650146484
34,-0.002369523048400879
36,0.015222549438476562
37,-0.008969426155090332
38,0.017686963081359863
39,0.00014156103134155273
40,0.024036049842834473
41,-0.0028759241104125977
42,0.027743935585021973
43,-0.008969426155090332
44,0.04456830024719238
45,0.09135252237319946
46,0.036913394927978516
47,0.009863853454589844
